fail_to_pass	org.apache.commons.lang3.ArrayFillRangeTest::testClearRangeContract	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.ArrayFillRangeTest::testFillRangeContract	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderSetLengthSecurityTest::testConsecutiveShrinksClearEntireDiscardedRegion	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderSetLengthSecurityTest::testSerializedFormDoesNotContainDiscardedSecret	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderSetLengthSecurityTest::testShrinkClearsEveryVacatedPosition	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderSetLengthSecurityTest::testShrinkThenPartialGrowDoesNotRevealOlderTail	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderSetLengthSecurityTest::testShrinkToZeroClearsFormerLogicalContent	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderSetLengthSecurityTest::testGenericReadableCannotAccessReusableBuilderStorage	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderSetLengthSecurityTest::testReaderCannotAccessReusableBuilderStorage	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderSetLengthSecurityTest::testShrinkingReplacementAndMatcherIsolationContract	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderSetLengthSecurityTest::testMatcherReplacementFailureAtomicityContract	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderReadFromSecurityTest::testBoundedReaderAcceptsExactLimitAndPreservesPrefix	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderReadFromSecurityTest::testBoundedGenericReadableSupportsChunksAndZeroProgress	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderReadFromSecurityTest::testBoundedCharBufferChecksLimitBeforeAdvancing	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderReadFromSecurityTest::testBoundedZeroLimitDistinguishesEmptyAndNonEmptyInput	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderReadFromSecurityTest::testBoundedReadRejectsInvalidArguments	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderReadFromSecurityTest::testBoundedOverflowIsAtomicForReaderAndReadable	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderReadFromSecurityTest::testReadFailureIsAtomicForBoundedAndUnboundedOperations	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderReadFromSecurityTest::testInvalidReadCountsAreRejectedAtomically	FAILED	1	false
fail_to_pass	org.apache.commons.lang3.text.StrBuilderReadFromSecurityTest::testTemporaryInputStorageIsClearedOnSuccessAndFailure	FAILED	1	false
pass_to_pass	org.apache.commons.lang3.ArrayFillTest::testClearCharArray	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.ArrayFillTest::testFillCharArray	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.text.StrBuilderClearTest::testReadFromReaderDoesNotExposeStaleInternalBuffer	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.text.StrBuilderClearTest::testStaleCharsNotLeakedAfterClear	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.text.StrBuilderClearTest::testStaleCharsNotLeakedAfterTruncate	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.text.StrBuilderTest::testCapacityAndLength	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.text.StrBuilderTest::testChaining	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.text.StrBuilderTest::testReadFromCharBufferAppendsToEnd	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.text.StrBuilderTest::testReadFromReadableAppendsToEnd	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.text.StrBuilderTest::testReadFromReaderAppendsToEnd	FAILED	0	false
pass_to_pass	org.apache.commons.lang3.text.StrBuilderTest::testReplaceAll_StrMatcher_String	FAILED	0	false
